,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,emotion,id
0,1.47,0.53,0.0,0.41,0.64,1.04,0.0,1.73,2.16,1.15,0.29,0.0,0.0,0.0,1.69,0.46,0.0,3,03-20-pn2314
0,0.0,0.35,1.14,0.0,0.0,0.73,0.51,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.76,2.48,2.83,5,05-23-pn5339
0,1.36,0.13,0.59,0.0,0.35,0.67,0.82,1.37,0.8,0.97,0.01,0.0,1.72,0.0,2.21,0.0,0.19,7,07-24-pn1695
0,0.4,0.0,0.0,0.39,1.68,1.13,0.0,2.03,3.49,1.78,0.0,0.0,1.04,0.0,3.32,1.14,0.0,3,03-24-pn5766
0,0.11,0.0,0.0,0.0,1.0,2.68,1.44,1.42,1.13,0.33,0.57,0.49,0.22,0.08,0.8,1.01,0.63,2,02-22-pn5317
0,2.73,2.65,0.02,4.48,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.45,1.32,0.0,2.52,1.07,0.0,8,08-04-pn4878
0,0.0,0.0,0.9,0.0,0.41,1.53,1.52,2.05,0.21,0.08,0.75,0.0,0.0,0.0,2.37,0.9,0.0,5,05-07-pn3866
0,1.02,0.24,1.7,1.12,0.0,0.43,0.0,0.95,0.0,0.24,1.04,0.49,0.02,0.45,1.59,0.45,0.0,5,05-14-pn1880
0,0.32,0.6,0.0,0.0,0.2,0.43,0.0,0.47,1.81,1.84,0.0,0.0,1.39,0.29,1.15,0.23,0.29,2,02-24-pn6215
0,0.92,0.49,0.29,0.0,0.0,0.77,0.19,0.0,0.88,0.18,0.0,0.0,0.0,0.0,1.02,1.46,0.78,3,03-17-pn3773
1,2.6,1.81,0.0,0.0,1.24,1.95,0.77,1.24,1.42,1.66,1.22,1.04,1.51,1.42,0.29,0.0,0.0,3,03-17-pn3773
0,1.13,0.0,2.59,0.0,1.28,2.88,1.32,2.19,1.02,1.4,0.5,0.04,0.32,0.27,3.0,2.47,0.97,4,04-07-pn6566
0,0.06,1.8,0.0,0.82,0.0,0.53,0.36,0.65,0.55,0.91,0.78,0.0,0.0,0.0,1.84,1.24,2.14,8,08-19-pn1531
0,0.61,0.35,0.43,0.0,1.06,1.08,0.54,1.36,2.06,0.73,0.35,0.0,0.0,0.03,1.66,1.13,0.65,3,03-17-pn3299
0,0.37,0.64,0.0,0.02,0.0,0.01,0.0,0.07,0.67,0.89,0.04,0.18,0.59,0.0,0.0,0.0,0.28,4,04-16-pn7089
0,0.53,0.0,2.79,0.0,0.85,2.25,0.73,1.98,1.33,0.36,0.19,0.0,0.1,0.0,2.26,0.44,0.0,7,07-02-pn3262
0,0.31,0.0,0.0,0.0,0.0,0.54,0.48,0.0,0.0,0.05,0.66,0.0,0.0,0.28,0.13,0.34,0.61,5,05-17-pn2385
0,1.4,1.39,0.24,0.97,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.14,0.0,0.74,0.22,0.17,4,04-24-pn7898
0,0.23,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.65,0.0,0.38,0.0,1.96,1.44,0.37,4,04-15-pn9601
0,1.86,2.46,0.0,3.43,0.0,0.07,0.0,0.9,0.87,0.0,0.88,0.0,1.89,0.0,4.09,3.58,0.0,6,06-08-pn1319
0,0.62,0.25,2.03,0.41,0.05,2.11,0.74,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.38,0.21,8,08-09-pn9363
0,1.38,0.0,1.31,0.0,0.96,2.89,0.75,1.87,1.15,1.93,1.12,0.62,1.77,0.0,1.62,2.02,0.85,6,06-16-pn1049
0,2.24,3.22,0.0,2.48,0.0,0.27,0.0,0.4,0.54,0.0,0.0,0.0,0.0,0.0,1.8,1.55,0.0,8,08-02-pn6945
0,1.59,0.93,0.0,0.29,0.0,0.41,0.15,0.0,0.0,0.0,0.0,0.32,0.0,0.0,1.29,0.33,2.24,5,05-08-pn7420
0,0.84,1.69,0.13,0.0,0.0,0.0,0.0,0.0,0.24,0.34,0.81,0.0,0.0,0.04,1.66,0.82,0.95,1,01-18-pn6700
0,1.43,0.36,0.44,0.51,0.0,0.39,0.0,0.74,0.03,0.23,1.26,0.13,0.49,0.0,0.56,0.61,0.92,4,04-17-pn7806
0,0.0,0.0,0.89,0.0,0.06,0.71,0.19,0.49,0.0,0.46,0.0,0.06,0.83,0.0,1.86,2.62,0.1,5,05-01-pn6577
0,0.92,1.39,0.0,0.74,0.19,0.36,0.0,0.96,2.21,1.39,0.0,0.0,0.8,0.0,3.33,1.7,0.0,1,01-24-pn2802
0,0.91,2.42,0.0,3.77,0.0,0.0,0.0,0.0,0.0,0.01,0.43,0.0,0.0,0.0,3.0,3.04,0.0,8,08-18-pn4527
0,0.0,0.88,0.0,0.59,0.0,0.0,0.37,0.0,0.29,0.0,0.0,0.0,0.0,0.02,0.29,0.92,0.27,2,02-11-pn12
0,0.0,0.0,0.16,0.0,0.6,1.12,1.21,1.35,0.65,0.05,1.27,0.0,0.59,0.0,2.08,1.13,0.0,6,06-19-pn998
0,1.43,2.16,0.0,0.0,0.79,3.49,1.79,0.2,0.45,0.71,0.17,0.0,0.0,0.2,3.64,2.29,1.29,2,02-04-pn1567
0,0.76,1.47,1.27,0.33,1.08,1.62,0.0,0.0,0.14,0.0,0.0,1.98,0.0,0.0,0.0,0.59,0.68,3,03-09-pn8570
0,2.59,3.36,0.0,1.54,1.21,0.84,0.0,2.09,3.03,1.51,0.0,0.0,1.88,0.0,4.01,2.54,0.0,3,03-24-pn4148
0,1.68,1.06,0.98,0.63,0.24,0.79,0.3,1.88,0.41,0.57,1.08,0.36,0.0,0.0,2.31,1.33,0.0,6,06-07-pn6413
0,1.49,3.32,0.0,0.2,0.0,0.0,0.0,0.21,1.06,0.0,0.84,0.0,0.0,0.0,1.24,1.39,4.45,4,04-11-pn6093
0,0.0,0.0,0.97,0.17,0.0,0.11,0.0,0.0,0.0,0.16,0.41,0.31,0.5,0.23,0.21,0.53,0.03,6,06-01-pn2307
0,0.0,0.0,2.62,0.0,2.13,3.34,2.83,1.75,1.0,1.29,0.65,0.0,0.55,0.0,2.39,1.04,0.32,7,07-10-pn713
0,1.4,2.55,0.0,0.13,1.97,1.7,0.45,1.89,4.03,1.33,0.0,0.0,0.51,0.0,3.61,0.91,1.55,3,03-18-pn9271
0,1.81,1.58,1.01,0.0,0.0,0.89,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.26,0.0,0.0,1.14,2,02-17-pn75
0,0.96,1.29,0.0,0.0,0.0,1.27,0.0,0.01,0.31,0.88,0.0,0.66,0.0,0.39,0.0,0.56,0.0,2,02-21-pn8980
0,0.44,0.01,1.34,0.27,0.52,2.87,2.46,0.81,0.0,0.19,0.33,0.01,0.09,0.0,2.68,1.65,0.23,7,07-04-pn3631
0,0.0,0.0,0.83,0.0,0.85,1.87,0.36,1.1,1.03,0.75,0.0,0.0,0.99,0.0,1.67,0.73,0.88,2,02-01-pn9484
0,1.0,0.11,0.91,0.0,0.28,1.93,0.79,0.31,0.0,1.21,2.79,1.54,0.89,0.0,0.0,0.35,0.63,7,07-15-pn3295
0,0.42,1.38,0.14,0.0,0.0,0.0,0.4,0.0,0.0,0.26,0.98,0.33,0.27,0.0,0.42,0.1,4.22,1,01-18-pn7782
0,0.25,0.51,0.0,0.3,0.04,0.94,0.57,0.0,0.68,0.93,0.86,0.57,0.23,0.0,0.0,0.0,0.51,4,04-16-pn1474
0,0.07,0.0,0.0,0.31,0.07,1.01,1.03,0.55,0.07,0.0,0.18,0.0,0.0,0.0,0.88,0.99,0.39,2,02-22-pn5314
0,0.0,0.0,1.18,0.37,0.0,0.0,0.0,0.98,0.0,0.0,0.76,1.49,0.0,0.0,2.16,2.8,0.24,5,05-06-pn5503
0,0.0,0.06,0.0,0.55,0.0,0.0,0.6,0.5,0.0,0.0,1.09,0.7,0.32,0.0,0.0,1.05,0.0,8,08-13-pn2572
0,1.22,0.98,0.0,0.0,0.0,1.23,0.0,0.16,1.34,0.0,0.0,0.0,0.85,0.0,1.95,0.86,0.54,2,02-12-pn9026
0,1.53,2.13,0.0,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.34,1.05,0.24,1.05,1.89,0.0,8,08-04-pn4338
0,0.67,0.21,1.06,0.0,0.0,0.64,0.2,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,1,01-09-pn5115
0,0.0,0.33,0.0,0.31,0.0,0.0,0.76,0.15,0.0,0.0,0.86,0.96,0.66,0.0,0.0,0.55,0.51,4,04-13-pn9421
0,0.0,0.0,0.0,0.11,0.15,1.05,0.93,0.0,0.0,0.0,0.8,0.0,0.0,0.0,2.04,2.04,0.0,5,05-19-pn6429
0,0.0,0.0,0.0,0.06,2.15,2.59,1.45,2.19,2.73,1.23,0.0,0.05,0.72,0.0,2.47,1.18,0.46,3,03-22-pn6557
0,0.16,0.0,1.15,0.0,1.52,3.27,0.65,2.16,1.46,1.15,0.1,0.08,0.0,0.0,2.81,1.25,0.23,5,05-21-pn9315
0,0.43,0.89,0.0,1.34,0.0,0.0,0.31,0.0,0.67,0.85,0.57,1.36,0.42,0.85,0.0,0.45,0.0,5,05-20-pn3255
0,0.77,0.28,1.42,0.0,0.83,2.03,1.26,1.14,0.35,0.3,0.18,0.16,0.0,0.0,1.35,0.82,0.0,5,05-09-pn2581
0,0.16,0.95,0.3,0.0,0.0,0.0,0.06,0.16,0.48,0.34,0.0,0.12,0.0,0.16,1.71,2.34,4.09,4,04-23-pn8174
0,0.0,0.0,0.0,0.43,3.0,3.19,1.65,3.28,3.01,2.19,0.87,0.17,0.34,0.5,2.7,0.97,0.12,3,03-19-pn4428
0,0.0,0.0,0.27,0.0,0.0,0.27,0.85,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.02,0.38,0.66,2,02-03-pn1365
0,1.47,2.09,0.0,2.94,0.02,0.09,0.0,0.0,1.26,0.43,1.07,0.0,1.89,0.0,0.0,0.0,0.0,6,06-20-pn9291
0,0.0,0.55,0.0,0.04,1.66,1.41,0.75,1.38,2.92,1.9,0.29,0.0,1.2,0.0,2.19,0.47,1.43,2,02-18-pn7192
0,0.0,0.0,1.14,0.0,0.07,1.64,0.16,1.15,0.23,0.51,0.52,0.58,0.16,0.18,0.49,0.39,0.87,4,04-01-pn3022
0,0.0,0.0,0.0,0.12,2.69,3.05,1.38,2.43,3.27,1.2,0.0,0.0,0.61,0.0,2.78,0.8,0.14,3,03-22-pn450
0,1.24,0.5,0.0,0.69,0.17,1.96,0.0,0.86,1.65,0.56,0.0,0.0,0.97,0.0,1.96,2.03,0.0,8,08-12-pn7114
0,0.0,0.59,0.0,0.48,0.0,0.0,0.76,0.36,0.0,0.17,0.53,0.0,0.38,0.0,0.5,1.36,0.13,5,05-13-pn7677
0,0.65,0.62,1.82,0.97,0.0,0.58,0.05,0.0,0.0,0.0,0.36,0.0,0.39,0.0,2.72,2.46,0.0,5,05-09-pn8987
0,0.75,1.5,0.24,0.0,0.0,0.0,0.07,0.0,0.25,0.29,1.0,0.13,0.45,0.04,0.56,0.0,1.09,1,01-18-pn7684
0,0.0,0.0,0.66,0.0,2.24,2.93,0.99,2.12,1.2,0.79,1.42,0.66,1.5,0.0,0.96,0.0,0.18,7,07-16-pn8413
0,0.66,0.4,0.0,0.62,0.69,2.11,0.8,0.4,1.22,2.04,0.03,0.77,0.8,0.81,0.94,0.96,0.0,3,03-04-pn7549
0,0.0,0.0,0.65,0.19,0.0,1.71,0.88,0.25,0.0,1.27,0.88,1.04,0.27,1.0,0.0,1.13,0.0,5,05-07-pn1347
0,0.59,0.08,1.56,0.38,0.39,1.82,0.64,1.1,0.04,0.0,0.0,0.0,0.0,0.0,1.93,2.06,0.0,5,05-09-pn6965
0,1.08,0.4,2.65,1.0,0.93,0.47,0.06,0.95,1.62,1.89,0.82,0.74,1.2,0.0,1.09,0.96,3.6,7,07-18-pn108
0,0.0,0.0,0.61,1.66,0.0,0.0,0.0,0.13,0.0,0.0,0.58,0.0,0.4,0.08,2.73,1.69,0.0,8,08-06-pn4805
0,0.0,0.78,0.0,0.23,0.0,1.21,0.71,0.0,0.0,0.0,1.25,1.01,0.91,0.0,0.0,0.0,0.97,7,07-16-pn7658
0,0.0,0.0,1.03,0.0,0.67,2.6,1.48,0.63,0.0,0.0,0.54,0.0,0.0,0.0,1.73,2.49,0.73,8,08-19-pn5603
0,1.15,0.0,2.38,0.0,0.79,2.94,0.92,1.35,0.32,0.62,0.17,0.0,0.0,0.0,2.34,1.7,1.05,4,04-07-pn2724
0,0.23,0.9,0.44,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.41,0.31,0.0,0.0,0.69,1.39,0.16,7,07-21-pn8680
0,1.34,0.11,0.46,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.7,0.44,1.03,4,04-17-pn3325
0,0.0,0.0,1.14,0.06,0.0,1.4,0.73,0.62,0.0,0.28,0.07,0.0,0.0,0.0,1.78,2.01,0.0,5,05-07-pn1153
0,1.55,1.32,1.3,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.66,0.3,0.7,6,06-17-pn4539
0,0.0,0.21,0.0,0.3,0.0,0.68,0.6,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.51,0.59,0.43,1,01-19-pn3115
0,2.5,3.04,0.0,0.63,0.35,0.16,0.0,0.79,0.96,0.79,0.0,0.76,0.0,0.0,2.64,1.79,0.0,8,08-21-pn9675
0,0.0,0.52,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.21,0.08,0.39,0.0,0.0,2.63,4,04-20-pn4651
0,1.57,0.71,1.09,0.21,0.0,0.45,1.26,2.14,0.48,0.39,1.12,0.0,0.13,0.0,3.32,1.51,0.0,6,06-18-pn860
0,0.0,0.1,0.0,0.0,0.58,0.68,1.1,0.71,1.0,0.55,0.0,0.0,0.0,0.0,1.95,1.38,0.67,2,02-07-pn9567
0,0.93,1.5,0.0,1.17,0.0,0.0,0.0,0.0,0.06,0.35,0.42,0.0,0.07,0.28,0.24,0.05,0.85,4,04-08-pn7494
0,1.52,1.24,0.95,0.0,2.17,3.19,1.17,2.17,1.44,1.82,1.04,0.12,1.82,0.0,4.54,2.25,0.65,6,06-18-pn6679
0,0.0,0.05,0.0,0.33,1.13,1.86,2.12,2.21,0.66,0.0,1.01,0.0,0.29,0.0,3.3,0.46,0.0,7,07-11-pn9346
0,2.17,1.32,0.0,1.38,0.0,0.0,0.2,0.0,0.46,0.0,0.74,0.0,0.0,0.0,0.68,0.17,0.0,8,08-20-pn8216
0,1.02,0.0,1.71,0.0,0.56,1.83,2.15,2.42,0.0,0.0,0.45,0.0,0.0,0.0,2.7,2.34,1.0,7,07-17-pn426
0,0.0,0.2,0.0,0.34,0.07,0.5,1.24,1.03,0.36,0.0,0.6,0.21,0.0,0.0,1.28,0.07,3.19,8,08-22-pn3823
0,0.31,1.74,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.04,0.05,0.18,1,01-10-pn7622
0,1.83,2.97,0.0,0.0,0.42,0.73,0.0,0.93,1.8,0.25,0.0,0.0,0.0,0.0,3.03,2.28,0.75,3,03-17-pn4452
0,1.0,1.15,0.0,2.06,0.0,0.0,0.0,0.1,0.01,0.0,1.13,0.0,0.0,0.0,0.91,1.16,0.0,6,06-11-pn2263
0,1.86,2.6,0.0,2.02,0.0,0.35,0.0,0.47,1.28,0.94,0.01,0.0,0.76,0.0,2.13,2.3,0.04,8,08-10-pn6473
0,0.0,0.0,0.12,0.01,0.06,0.45,1.11,0.94,0.07,0.51,0.82,0.0,0.0,0.0,2.3,2.0,0.37,8,08-19-pn1534
0,2.06,3.97,0.0,2.91,0.0,0.9,0.3,0.49,0.71,0.42,0.1,0.0,0.77,0.0,2.72,0.49,0.0,8,08-10-pn5893
0,0.0,0.27,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.9,0.64,0.0,0.72,0.0,1.4,0.86,0.2,5,05-15-pn2630
0,0.0,0.39,0.0,0.33,0.0,0.0,0.5,0.34,0.0,0.0,0.99,0.63,0.19,0.0,0.0,1.46,0.0,6,06-13-pn4216
0,0.0,0.0,0.43,0.0,0.24,1.05,1.11,0.59,0.0,0.0,0.59,0.0,0.0,0.0,2.47,1.73,0.0,6,06-19-pn6357
0,0.0,0.0,1.38,0.0,1.16,2.69,2.02,3.03,0.53,1.08,1.54,1.43,0.0,0.0,1.46,1.35,0.8,7,07-23-pn9137
0,0.48,0.06,0.0,0.51,0.21,0.78,0.1,0.0,0.38,0.0,0.0,0.0,0.0,0.21,0.16,0.0,0.74,2,02-05-pn8514
0,0.61,0.0,1.43,1.24,0.9,0.27,0.0,0.93,1.29,1.69,1.13,0.0,3.08,0.0,4.42,1.27,0.0,6,06-06-pn1766
0,0.27,0.0,1.01,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.58,0.0,2.98,1.55,0.37,8,08-06-pn3725
0,0.0,0.14,0.24,1.0,0.0,0.0,0.45,0.62,0.03,0.0,0.43,0.0,0.0,0.0,3.24,1.84,0.0,5,05-13-pn7889
0,0.0,0.0,1.08,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.84,0.05,0.25,0.41,0.0,4,04-14-pn8307
0,0.55,0.84,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.26,0.0,0.6,0.2,0.15,5,05-24-pn4202
0,0.0,0.0,1.8,0.0,0.0,0.3,0.0,0.0,0.0,0.54,0.0,0.0,0.34,0.0,0.89,1.64,0.34,6,06-01-pn3140
0,0.0,0.1,0.33,0.32,0.0,0.0,0.02,0.0,0.0,0.0,0.11,0.0,0.16,0.0,0.0,0.7,0.11,1,01-03-pn1930
0,0.77,0.0,2.09,0.0,0.0,1.54,0.55,1.14,0.0,0.0,1.01,0.46,0.0,0.17,2.19,1.75,0.22,7,07-07-pn8720
0,0.88,0.0,0.89,0.44,0.0,0.0,0.0,0.0,0.0,0.7,0.54,0.0,0.0,0.0,0.89,1.61,0.69,4,04-05-pn3171
0,0.99,0.21,3.25,1.21,0.9,0.25,1.86,1.98,1.08,1.96,1.87,0.75,1.9,0.0,3.27,0.63,4.38,7,07-18-pn9326
0,0.0,0.0,0.48,0.6,0.87,0.38,1.59,2.28,0.86,0.0,0.71,0.0,0.2,0.0,2.84,1.21,0.0,8,08-13-pn6990
0,0.0,0.0,0.0,0.0,0.73,2.48,0.61,0.0,1.01,0.78,0.0,0.0,0.78,0.0,0.3,0.72,0.0,8,08-16-pn942
0,0.75,1.02,0.28,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,1.4,0.34,0.55,1.63,0.0,6,06-04-pn1118
0,1.55,3.02,0.07,2.52,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,3.77,1.92,0.0,8,08-02-pn6031
0,0.0,0.56,0.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.03,0.0,8,08-11-pn2752
0,0.0,0.0,1.49,0.0,0.59,2.31,0.56,0.32,0.0,1.64,0.31,1.16,0.67,0.89,0.0,0.76,1.02,4,04-01-pn6696
0,1.59,2.26,0.0,0.06,0.72,1.57,0.0,0.33,2.64,0.56,0.0,0.0,0.0,0.29,1.75,1.13,1.0,3,03-17-pn3302
1,2.46,1.25,0.0,0.34,0.73,1.03,0.41,0.03,0.99,0.01,1.01,0.0,0.0,1.26,0.0,0.0,0.0,3,03-17-pn3302
0,0.0,0.04,0.0,0.0,0.0,1.08,0.19,0.0,0.46,1.75,0.31,1.17,1.12,0.09,0.16,0.9,1.18,3,03-15-pn1120
0,0.9,0.58,0.33,0.0,0.12,1.13,0.98,1.45,0.56,0.18,0.0,0.0,0.43,0.0,2.9,2.18,0.37,7,07-24-pn5663
0,0.75,0.18,1.43,0.52,0.0,0.12,0.0,0.04,0.0,0.0,1.38,0.0,1.89,0.0,2.93,2.17,1.12,4,04-06-pn88
0,1.34,1.89,0.0,1.14,0.0,0.0,0.0,0.0,0.12,0.0,0.23,0.0,0.0,0.2,0.26,0.23,0.57,4,04-08-pn9083
0,0.0,0.49,0.0,0.0,0.0,1.17,0.12,0.0,0.51,0.96,1.34,1.1,0.8,0.0,0.0,0.29,0.69,1,01-16-pn3288
0,0.0,0.01,0.0,0.0,2.13,3.47,0.66,1.69,2.43,1.5,0.0,0.87,0.5,0.0,0.0,0.47,1.09,2,02-16-pn6863
0,2.36,3.95,0.0,0.76,0.0,0.0,0.0,0.48,0.45,0.0,1.52,0.42,0.17,0.0,1.43,1.26,0.33,8,08-23-pn8689
0,1.24,1.45,0.42,0.0,0.54,2.63,0.96,0.4,0.72,1.02,1.37,0.35,0.04,0.0,0.12,1.02,1.49,4,04-16-pn3491
0,0.78,1.35,0.08,0.0,1.12,1.86,0.41,1.49,1.45,0.55,0.0,0.26,0.0,0.0,3.14,2.51,0.29,3,03-21-pn3885
0,1.78,2.24,0.0,0.0,1.06,2.05,0.15,0.43,1.88,1.19,0.0,0.0,0.88,0.0,3.22,1.82,0.64,2,02-04-pn9174
0,1.58,1.03,0.0,0.91,0.0,0.0,0.0,1.07,0.76,0.54,0.54,0.0,0.97,0.0,1.79,1.09,0.41,4,04-08-pn2027
0,0.88,0.55,0.71,0.53,0.0,0.57,0.0,0.02,0.0,0.0,0.39,0.0,0.05,0.0,1.79,1.61,1.12,6,06-17-pn2345
0,0.9,1.27,0.0,1.78,0.0,0.27,0.0,0.0,0.1,0.0,0.36,0.0,0.38,0.27,0.24,0.0,0.58,5,05-08-pn566
0,0.27,0.0,1.0,0.27,0.0,0.14,0.0,0.0,0.0,0.0,1.06,0.0,0.87,0.0,3.74,1.69,0.88,4,04-06-pn378
0,1.64,1.03,1.01,0.0,0.0,0.0,0.5,0.0,0.0,0.36,1.71,1.26,0.31,0.0,0.29,0.07,3.89,4,04-18-pn5999
0,0.0,0.41,0.0,0.0,0.97,1.03,0.81,1.62,2.45,2.31,0.78,0.0,0.79,0.0,2.77,0.72,0.8,3,03-15-pn20
0,1.99,3.45,0.0,2.11,0.96,0.72,0.37,1.96,3.08,1.27,0.0,0.0,0.67,0.0,4.41,2.11,0.0,3,03-18-pn6948
0,1.16,0.0,1.84,0.42,0.0,1.05,0.0,0.05,0.0,0.07,1.18,0.07,0.79,0.02,0.67,1.05,0.0,4,04-14-pn6236
0,0.0,0.6,1.66,0.16,0.0,2.32,0.33,0.02,0.0,0.0,0.27,0.15,0.0,0.0,1.2,2.04,0.25,5,05-21-pn2407
0,0.0,0.37,0.0,1.37,0.0,0.0,0.47,0.0,0.0,0.05,0.27,0.0,0.45,0.0,1.9,0.33,0.0,8,08-10-pn986
0,0.0,0.69,0.0,0.0,0.0,0.25,0.31,0.0,0.0,0.75,0.32,0.0,0.76,0.0,1.23,0.47,3.02,2,02-15-pn6491
0,0.0,0.0,1.24,0.0,0.56,1.25,1.74,1.7,0.0,0.9,1.83,1.23,0.54,0.37,0.84,0.62,0.0,7,07-14-pn3844
0,0.0,0.0,0.0,0.2,0.63,0.58,2.1,2.42,0.64,0.0,0.74,0.0,0.0,0.0,1.82,0.76,0.0,7,07-13-pn2256
0,2.54,1.12,0.6,0.07,0.96,3.14,1.58,2.09,0.06,0.38,1.35,0.12,0.42,0.0,2.14,0.88,1.16,7,07-03-pn4792
0,0.85,2.08,0.0,0.0,0.0,0.15,0.12,0.53,1.34,1.23,0.92,0.0,0.9,0.0,2.35,0.54,0.49,4,04-15-pn9395
0,0.0,0.27,0.0,0.0,2.39,1.23,1.29,2.24,2.71,1.23,0.57,0.0,0.61,0.0,2.15,0.42,3.1,3,03-16-pn1670
0,0.96,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.55,0.49,1.08,1,01-17-pn3033
0,0.39,0.0,0.19,0.12,0.0,0.57,0.54,0.89,0.0,0.06,0.54,0.0,0.0,0.0,1.89,1.77,0.94,7,07-05-pn6155
0,0.0,0.93,0.0,0.28,0.0,0.28,0.1,0.26,0.18,0.0,0.0,0.0,0.0,0.0,1.57,0.95,0.0,8,08-02-pn2840
0,1.37,0.42,0.59,1.42,0.0,0.45,0.06,0.0,0.0,0.0,0.4,0.53,1.04,0.59,0.43,0.49,0.0,4,04-04-pn7267
0,0.24,0.0,0.0,0.28,0.0,0.13,0.76,0.0,0.0,0.0,0.62,0.04,0.0,0.0,0.0,0.0,0.44,5,05-22-pn1454
0,1.11,0.0,2.79,1.06,1.57,3.6,1.99,1.3,0.0,0.92,0.33,0.37,0.0,0.0,0.86,1.18,0.4,7,07-09-pn1949
0,1.01,0.27,3.63,1.42,0.47,0.06,0.8,1.86,1.11,2.43,1.52,0.39,2.01,0.0,3.2,1.72,3.64,7,07-18-pn9327
0,1.81,1.95,0.0,2.34,0.21,0.23,0.0,1.38,1.74,0.42,1.13,0.0,1.01,0.0,2.0,1.7,0.0,6,06-08-pn1320
0,0.0,0.0,0.0,0.0,0.36,2.12,1.01,0.17,0.81,0.22,0.06,0.0,0.4,0.0,1.0,0.87,0.3,2,02-20-pn7998
0,0.16,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.16,0.76,0.6,0.09,0.18,0.0,1.1,0.16,8,08-23-pn3889
0,1.58,1.79,0.0,0.18,0.0,0.0,0.19,0.07,0.1,0.0,0.26,0.0,0.0,0.0,1.76,1.7,0.35,8,08-07-pn4945
0,0.0,0.46,0.0,0.0,0.0,0.25,0.19,0.0,0.0,0.62,0.67,0.0,0.69,0.0,1.76,2.1,1.22,1,01-15-pn1511
0,0.72,0.14,0.05,0.0,0.3,2.89,0.33,1.2,1.52,0.31,0.0,0.0,0.35,0.0,2.87,2.61,2.29,2,02-12-pn617
0,1.69,2.84,0.0,0.34,0.72,2.55,0.31,0.85,0.96,0.12,0.0,0.0,0.0,0.0,1.97,0.64,0.62,3,03-09-pn2513
0,0.0,0.0,0.97,0.0,0.24,1.8,0.36,1.09,0.28,0.6,0.09,0.52,0.7,0.14,0.8,1.13,0.53,4,04-01-pn3024
0,1.64,0.82,0.0,1.76,0.0,0.36,0.0,0.0,0.0,0.1,0.4,0.4,1.28,0.49,0.47,0.3,0.0,4,04-04-pn7266
0,0.0,0.0,0.09,0.0,1.22,0.78,1.11,0.92,1.44,1.03,0.0,0.0,0.0,0.0,3.18,1.77,2.97,2,02-07-pn9813
0,0.32,0.0,0.1,0.0,0.0,0.33,0.0,0.45,0.2,0.0,0.0,0.0,0.0,0.0,1.06,0.93,0.96,5,05-17-pn7689
0,0.98,2.76,0.0,0.92,1.47,1.32,0.7,2.47,3.08,1.1,0.13,0.0,0.97,0.0,3.37,1.39,0.54,3,03-13-pn5481
0,0.88,0.0,0.06,0.0,0.0,1.28,0.0,0.02,0.0,0.0,0.47,0.0,0.23,0.0,0.78,1.56,0.0,6,06-12-pn1717
0,1.01,0.14,0.34,0.0,0.0,0.19,0.0,0.0,0.0,0.42,0.96,0.0,0.61,0.0,1.56,1.63,0.0,6,06-15-pn4024
0,0.08,0.36,0.0,0.09,0.0,0.0,0.0,0.0,0.02,0.0,0.41,0.37,0.04,0.27,0.0,0.91,0.01,8,08-23-pn7637
0,1.09,0.18,0.75,2.42,0.0,0.06,0.0,0.0,0.0,0.34,0.0,0.0,0.33,0.0,1.58,2.65,0.0,6,06-05-pn2733
